"user_id","full_name","email","country","signup_datetime","signup_source","signup_device","promo_signup_flag"
559,Bohdan Pavlenko,bohdan.pavlenko559@example.com,US,"30-4-2025 05:49",promo_campaign,web,1
560,Olena Martynenko,olena.martynenko560@example.com,US,"26/06/2025 04:56",ads,android,1
561,Roksolana Savchenko,roksolana.savchenko561@example.com,PL,"23/02/2025 00:27",referral,ios,0
562,Iryna Polishchuk,iryna.polishchuk562@example.com,US,"14.1.25 08:45",organic,ios,0
563,Mykola Lemko,mykola.lemko563@example.com,DE,"13/01/2025 17:52",referral,android,0
564,Iryna Pavlenko,iryna.pavlenko564@example.com,PL,"17/2/2025 03:43",referral,android,0
565,Petro Kots,petro.kots565@example.com,US,"26.4.25 06:02",referral,ios,0
566,Ihor Perebiynis,ihor.perebiynis566@example.com,DE,"7.5.25 00:59",ads,ios,1
567,Dmytro Savchenko,dmytro.savchenko567@example.com,US,"5-2-2025 19:29",referral,android,0
568,Andriy Kramar,andriy.kramar568@example.com,PL,"13-2-2025 03:38",social,ios,0
569,Nazar Kryvonos,nazar.kryvonos569@example.com,UA,"19.6.25 18:47",organic,android,0
570,Maria Dorosh,maria.dorosh570@example.com,PL,"8-3-2025 2:05",referral,android,0
571,Vasyl Polishchuk,vasyl.polishchuk571@example.com,US,"1.3.25 19:58",ads,web,1
572,Alina Khmara,alina.khmara572@example.com,US,"27/02/2025 13:41",promo_campaign,android,1
573,Svitlana Khmara,svitlana.khmara573@example.com,US,"27-2-2025 20:50",social,web,0
574,Sofia Mazur,SOFIA.MAZUR574@EXAMPLE.COM,UA,"18-6-2025 19:52",promo_campaign,android,1
575,Andriy Mazur,andriy.mazur575@example.com,DE,"17/1/2025 08:39",referral,web,0
576,Mykola Shevchenko,mykola.shevchenko576@example.com,US,"18.02.2025 00:12",organic,android,0
577,Roksolana Koval,roksolana.koval577@example.com,DE,"20-5-2025 19:59",referral,android,0
578,Andriy Rudenko,andriy.rudenko578@example.com,PL,"27-3-2025 16:41",referral,android,0
579,Maria Kots,maria.kots579@example.com,UA,"20/01/2025 10:47",referral,web,0
580,Bohdan Kramar,bohdan.kramar580@example.com,US,"10-5-2025 17:45",referral,android,0
581,Iryna Melnyk,iryna.melnyk581@example.com,DE,"15/02/2025 21:20",ads,android,1
582,Vasyl Tkachenko,vasyl.tkachenko582@example.com,DE,"14.6.25 16:20",promo_campaign,android,1
583,Yurii Koval,yurii.koval583@example.com,UA,"22.02.2025 14:59",ads,android,1
584,Kateryna Polishchuk,kateryna.polishchuk584@example.com,UA,"08.06.2025 10:19",organic,android,0
585,Bohdan Hrabovych,bohdan.hrabovych585@example.com,DE,"17/05/2025 11:33",organic,android,0
586,Maria Sytnyk,maria.sytnyk586@example.com,DE,"3.2.25 19:17",ads,web,1
587,Petro Kots,petro.kots587@example.com,PL,"30.1.25 18:49",social,android,0
588,Sofia Melnyk,sofia.melnyk588@example.com,DE,"11.3.25 12:28",social,ios,0
589,Tetiana Hrabovych,tetiana.hrabovych589@example.com,UA,"25/06/2025 15:10",referral,web,0
590,Roksolana Bondar,roksolana.bondar590@example.com,PL,"5/2/2025 9:41",referral,ios,0
591,Roksolana Rudenko,roksolana.rudenko591@example.com,ua,"27.5.25 16:35",ads,android,1
592,Iryna Kots,iryna.kots592@example.com,UA,"10/5/2025 5:14",organic,web,0
593,Taras Holub,taras.holub593@example.com,DE,"9.2.25 14:11",ads,android,1
594,Iryna Kryvonos,iryna.kryvonos594@example.com,PL,"29.06.2025 16:34",promo_campaign,web,1
595,Vasyl Savchenko,vasyl.savchenko595@example.com,UA,"8-1-2025 13:47",social,android,0
596,Bohdan Melnyk,bohdan.melnyk596@example.com,DE,"12/4/2025 7:09",organic,ios,0
597,Tetiana Shevchenko,tetiana.shevchenko597@example.com,PL,"14/06/2025 15:49",ads,web,1
598,Petro Bondar,petro.bondar598@example.com,DE,"03.01.2025 21:22",organic,ios,0
599,Yurii Pavlenko,yurii.pavlenko599@example.com,UA,"1-4-2025 18:04",organic,web,0
600,Vasyl Martynenko,vasyl.martynenko600@example.com,UA,"20/3/2025 05:55",social,web,0
